((-0.3, -0.1), 15400)
((-0.3, -0.09), 16100)
((-0.3, -0.08), 17000)
((-0.3, -0.07), 17600)
((-0.3, -0.06), 17900)
((-0.3, -0.05), 18100)
((-0.3, -0.04), 17100)
((-0.3, -0.03), 16700)
((-0.3, -0.02), 16800)
((-0.3, -0.01), 16200)
((-0.3, 0.0), 15400)
((-0.3, 0.01), 15200)
((-0.3, 0.02), 13000)
((-0.3, 0.03), 10400)
((-0.3, 0.04), 8400)
((-0.3, 0.05), 6700)
((-0.3, 0.06), 4900)
((-0.3, 0.07), 3800)
((-0.3, 0.08), 2900)
((-0.3, 0.09), 2100)
((-0.29, -0.1), 18600)
((-0.29, -0.09), 19000)
((-0.29, -0.08), 19900)
((-0.29, -0.07), 20900)
((-0.29, -0.06), 22100)
((-0.29, -0.05), 22000)
((-0.29, -0.04), 21600)
((-0.29, -0.03), 20300)
((-0.29, -0.02), 19500)
((-0.29, -0.01), 18900)
((-0.29, 0.0), 19000)
((-0.29, 0.01), 17800)
((-0.29, 0.02), 17000)
((-0.29, 0.03), 13700)
((-0.29, 0.04), 10200)
((-0.29, 0.05), 8100)
((-0.29, 0.06), 6000)
((-0.29, 0.07), 4600)
((-0.29, 0.08), 3400)
((-0.29, 0.09), 2600)
((-0.28, -0.1), 23800)
((-0.28, -0.09), 24400)
((-0.28, -0.08), 25600)
((-0.28, -0.07), 27300)
((-0.28, -0.06), 27800)
((-0.28, -0.05), 28200)
((-0.28, -0.04), 27400)
((-0.28, -0.03), 26200)
((-0.28, -0.02), 24600)
((-0.28, -0.01), 23600)
((-0.28, 0.0), 23400)
((-0.28, 0.01), 23000)
((-0.28, 0.02), 22500)
((-0.28, 0.03), 17900)
((-0.28, 0.04), 13900)
((-0.28, 0.05), 10400)
((-0.28, 0.06), 8000)
((-0.28, 0.07), 5900)
((-0.28, 0.08), 4600)
((-0.28, 0.09), 3200)
((-0.27, -0.1), 29700)
((-0.27, -0.09), 30300)
((-0.27, -0.08), 31600)
((-0.27, -0.07), 33800)
((-0.27, -0.06), 34300)
((-0.27, -0.05), 34100)
((-0.27, -0.04), 33400)
((-0.27, -0.03), 31600)
((-0.27, -0.02), 30000)
((-0.27, -0.01), 29400)
((-0.27, 0.0), 28900)
((-0.27, 0.01), 28400)
((-0.27, 0.02), 27000)
((-0.27, 0.03), 21400)
((-0.27, 0.04), 16200)
((-0.27, 0.05), 12000)
((-0.27, 0.06), 9200)
((-0.27, 0.07), 6600)
((-0.27, 0.08), 5100)
((-0.27, 0.09), 3800)
((-0.26, -0.1), 35300)
((-0.26, -0.09), 35600)
((-0.26, -0.08), 38300)
((-0.26, -0.07), 39900)
((-0.26, -0.06), 40500)
((-0.26, -0.05), 40600)
((-0.26, -0.04), 39700)
((-0.26, -0.03), 38000)
((-0.26, -0.02), 36600)
((-0.26, -0.01), 35800)
((-0.26, 0.0), 34900)
((-0.26, 0.01), 33200)
((-0.26, 0.02), 34000)
((-0.26, 0.03), 26700)
((-0.26, 0.04), 20800)
((-0.26, 0.05), 14800)
((-0.26, 0.06), 10600)
((-0.26, 0.07), 8100)
((-0.26, 0.08), 6100)
((-0.26, 0.09), 4300)
((-0.25, -0.1), 42700)
((-0.25, -0.09), 42700)
((-0.25, -0.08), 44100)
((-0.25, -0.07), 46000)
((-0.25, -0.06), 45900)
((-0.25, -0.05), 45700)
((-0.25, -0.04), 46200)
((-0.25, -0.03), 43700)
((-0.25, -0.02), 41700)
((-0.25, -0.01), 40900)
((-0.25, 0.0), 40100)
((-0.25, 0.01), 39400)
((-0.25, 0.02), 37300)
((-0.25, 0.03), 30900)
((-0.25, 0.04), 23300)
((-0.25, 0.05), 16200)
((-0.25, 0.06), 11400)
((-0.25, 0.07), 8500)
((-0.25, 0.08), 6100)
((-0.25, 0.09), 4700)
((-0.24, -0.1), 45500)
((-0.24, -0.09), 46200)
((-0.24, -0.08), 47700)
((-0.24, -0.07), 49500)
((-0.24, -0.06), 50700)
((-0.24, -0.05), 51000)
((-0.24, -0.04), 49800)
((-0.24, -0.03), 48000)
((-0.24, -0.02), 45900)
((-0.24, -0.01), 44300)
((-0.24, 0.0), 43400)
((-0.24, 0.01), 42700)
((-0.24, 0.02), 41900)
((-0.24, 0.03), 34800)
((-0.24, 0.04), 27300)
((-0.24, 0.05), 18900)
((-0.24, 0.06), 13600)
((-0.24, 0.07), 9600)
((-0.24, 0.08), 7600)
((-0.24, 0.09), 5300)
((-0.23, -0.1), 50600)
((-0.23, -0.09), 50700)
((-0.23, -0.08), 52500)
((-0.23, -0.07), 54200)
((-0.23, -0.06), 55000)
((-0.23, -0.05), 55000)
((-0.23, -0.04), 54100)
((-0.23, -0.03), 51900)
((-0.23, -0.02), 49100)
((-0.23, -0.01), 48300)
((-0.23, 0.0), 47600)
((-0.23, 0.01), 47200)
((-0.23, 0.02), 46300)
((-0.23, 0.03), 40400)
((-0.23, 0.04), 29400)
((-0.23, 0.05), 20400)
((-0.23, 0.06), 14400)
((-0.23, 0.07), 10400)
((-0.23, 0.08), 7100)
((-0.23, 0.09), 5500)
((-0.22, -0.1), 52400)
((-0.22, -0.09), 52900)
((-0.22, -0.08), 55100)
((-0.22, -0.07), 57500)
((-0.22, -0.06), 58200)
((-0.22, -0.05), 57900)
((-0.22, -0.04), 56900)
((-0.22, -0.03), 55200)
((-0.22, -0.02), 53300)
((-0.22, -0.01), 52300)
((-0.22, 0.0), 51800)
((-0.22, 0.01), 50600)
((-0.22, 0.02), 49800)
((-0.22, 0.03), 42500)
((-0.22, 0.04), 32000)
((-0.22, 0.05), 24000)
((-0.22, 0.06), 15800)
((-0.22, 0.07), 10900)
((-0.22, 0.08), 8100)
((-0.22, 0.09), 5700)
((-0.21, -0.1), 55200)
((-0.21, -0.09), 55700)
((-0.21, -0.08), 57100)
((-0.21, -0.07), 58400)
((-0.21, -0.06), 59200)
((-0.21, -0.05), 59400)
((-0.21, -0.04), 58300)
((-0.21, -0.03), 56400)
((-0.21, -0.02), 54500)
((-0.21, -0.01), 53500)
((-0.21, 0.0), 52100)
((-0.21, 0.01), 51800)
((-0.21, 0.02), 51600)
((-0.21, 0.03), 47300)
((-0.21, 0.04), 37400)
((-0.21, 0.05), 26000)
((-0.21, 0.06), 17800)
((-0.21, 0.07), 11500)
((-0.21, 0.08), 8500)
((-0.21, 0.09), 6400)
((-0.2, -0.1), 56200)
((-0.2, -0.09), 56600)
((-0.2, -0.08), 57900)
((-0.2, -0.07), 59700)
((-0.2, -0.06), 60200)
((-0.2, -0.05), 59900)
((-0.2, -0.04), 58800)
((-0.2, -0.03), 57600)
((-0.2, -0.02), 56400)
((-0.2, -0.01), 55300)
((-0.2, 0.0), 54900)
((-0.2, 0.01), 53600)
((-0.2, 0.02), 53400)
((-0.2, 0.03), 46900)
((-0.2, 0.04), 36700)
((-0.2, 0.05), 26300)
((-0.2, 0.06), 19300)
((-0.2, 0.07), 12500)
((-0.2, 0.08), 8400)
((-0.2, 0.09), 6000)
((-0.19, -0.1), 55800)
((-0.19, -0.09), 55000)
((-0.19, -0.08), 57100)
((-0.19, -0.07), 58700)
((-0.19, -0.06), 59400)
((-0.19, -0.05), 59400)
((-0.19, -0.04), 58600)
((-0.19, -0.03), 56900)
((-0.19, -0.02), 55700)
((-0.19, -0.01), 54900)
((-0.19, 0.0), 54000)
((-0.19, 0.01), 53400)
((-0.19, 0.02), 51300)
((-0.19, 0.03), 44500)
((-0.19, 0.04), 32800)
((-0.19, 0.05), 21500)
((-0.19, 0.06), 14100)
((-0.19, 0.07), 9600)
((-0.19, 0.08), 6800)
((-0.19, 0.09), 4400)
((-0.18, -0.1), 56000)
((-0.18, -0.09), 56100)
((-0.18, -0.08), 56800)
((-0.18, -0.07), 57400)
((-0.18, -0.06), 57300)
((-0.18, -0.05), 56800)
((-0.18, -0.04), 56000)
((-0.18, -0.03), 53900)
((-0.18, -0.02), 51700)
((-0.18, -0.01), 47800)
((-0.18, 0.0), 45500)
((-0.18, 0.01), 44400)
((-0.18, 0.02), 43500)
((-0.18, 0.03), 42800)
((-0.18, 0.04), 40800)
((-0.18, 0.05), 31300)
((-0.18, 0.06), 21400)
((-0.18, 0.07), 14600)
((-0.18, 0.08), 9100)
((-0.18, 0.09), 5900)
((-0.17, -0.1), 52700)
((-0.17, -0.09), 52700)
((-0.17, -0.08), 54800)
((-0.17, -0.07), 56200)
((-0.17, -0.06), 56900)
((-0.17, -0.05), 56800)
((-0.17, -0.04), 55800)
((-0.17, -0.03), 54600)
((-0.17, -0.02), 52300)
((-0.17, -0.01), 51700)
((-0.17, 0.0), 51200)
((-0.17, 0.01), 50600)
((-0.17, 0.02), 50000)
((-0.17, 0.03), 43100)
((-0.17, 0.04), 34400)
((-0.17, 0.05), 25200)
((-0.17, 0.06), 17800)
((-0.17, 0.07), 12500)
((-0.17, 0.08), 8200)
((-0.17, 0.09), 5700)
((-0.16, -0.1), 48000)
((-0.16, -0.09), 49300)
((-0.16, -0.08), 51600)
((-0.16, -0.07), 53600)
((-0.16, -0.06), 54800)
((-0.16, -0.05), 55000)
((-0.16, -0.04), 54500)
((-0.16, -0.03), 52600)
((-0.16, -0.02), 51900)
((-0.16, -0.01), 51000)
((-0.16, 0.0), 50500)
((-0.16, 0.01), 49800)
((-0.16, 0.02), 46100)
((-0.16, 0.03), 39500)
((-0.16, 0.04), 30700)
((-0.16, 0.05), 21900)
((-0.16, 0.06), 16800)
((-0.16, 0.07), 11200)
((-0.16, 0.08), 7600)
((-0.16, 0.09), 5600)
((-0.15, -0.1), 45200)
((-0.15, -0.09), 45200)
((-0.15, -0.08), 48200)
((-0.15, -0.07), 49900)
((-0.15, -0.06), 51100)
((-0.15, -0.05), 51400)
((-0.15, -0.04), 50600)
((-0.15, -0.03), 49200)
((-0.15, -0.02), 47400)
((-0.15, -0.01), 46900)
((-0.15, 0.0), 45900)
((-0.15, 0.01), 44800)
((-0.15, 0.02), 43300)
((-0.15, 0.03), 36500)
((-0.15, 0.04), 29600)
((-0.15, 0.05), 22900)
((-0.15, 0.06), 15900)
((-0.15, 0.07), 10600)
((-0.15, 0.08), 7500)
((-0.15, 0.09), 5200)
((-0.14, -0.1), 41200)
((-0.14, -0.09), 40700)
((-0.14, -0.08), 43400)
((-0.14, -0.07), 45600)
((-0.14, -0.06), 47000)
((-0.14, -0.05), 45500)
((-0.14, -0.04), 46000)
((-0.14, -0.03), 44100)
((-0.14, -0.02), 42600)
((-0.14, -0.01), 41900)
((-0.14, 0.0), 41100)
((-0.14, 0.01), 40500)
((-0.14, 0.02), 36900)
((-0.14, 0.03), 30800)
((-0.14, 0.04), 24400)
((-0.14, 0.05), 18800)
((-0.14, 0.06), 13500)
((-0.14, 0.07), 9600)
((-0.14, 0.08), 6800)
((-0.14, 0.09), 5000)
((-0.13, -0.1), 35200)
((-0.13, -0.09), 35300)
((-0.13, -0.08), 36600)
((-0.13, -0.07), 38400)
((-0.13, -0.06), 40000)
((-0.13, -0.05), 40200)
((-0.13, -0.04), 39400)
((-0.13, -0.03), 38200)
((-0.13, -0.02), 36500)
((-0.13, -0.01), 35500)
((-0.13, 0.0), 35000)
((-0.13, 0.01), 34300)
((-0.13, 0.02), 31300)
((-0.13, 0.03), 25700)
((-0.13, 0.04), 19900)
((-0.13, 0.05), 16000)
((-0.13, 0.06), 11300)
((-0.13, 0.07), 8700)
((-0.13, 0.08), 6100)
((-0.13, 0.09), 4400)
((-0.12, -0.1), 29400)
((-0.12, -0.09), 29600)
((-0.12, -0.08), 31100)
((-0.12, -0.07), 32400)
((-0.12, -0.06), 34800)
((-0.12, -0.05), 35500)
((-0.12, -0.04), 35800)
((-0.12, -0.03), 34900)
((-0.12, -0.02), 33200)
((-0.12, -0.01), 31700)
((-0.12, 0.0), 31400)
((-0.12, 0.01), 30800)
((-0.12, 0.02), 31200)
((-0.12, 0.03), 27700)
((-0.12, 0.04), 21900)
((-0.12, 0.05), 17200)
((-0.12, 0.06), 13000)
((-0.12, 0.07), 10000)
((-0.12, 0.08), 7900)
((-0.12, 0.09), 5400)
((-0.11, -0.1), 27600)
((-0.11, -0.09), 28300)
((-0.11, -0.08), 29700)
((-0.11, -0.07), 31800)
((-0.11, -0.06), 33500)
((-0.11, -0.05), 34400)
((-0.11, -0.04), 34200)
((-0.11, -0.03), 33200)
((-0.11, -0.02), 31500)
((-0.11, -0.01), 31700)
((-0.11, 0.0), 31200)
((-0.11, 0.01), 30400)
((-0.11, 0.02), 25900)
((-0.11, 0.03), 19700)
((-0.11, 0.04), 15300)
((-0.11, 0.05), 11300)
((-0.11, 0.06), 8700)
((-0.11, 0.07), 6700)
((-0.11, 0.08), 5200)
((-0.11, 0.09), 3800)
